colab_url,file_path,batch_idx
https://colab.research.google.com/drive/1BH-eLqIleMMnyFzDmzmJXQa75ZKNmpmz,Expert Interview preparation - User asks AI help to take an Interview. AI takes an interview__1_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1C224Qn8Jp9QaMZMENUaidPbEd13mXMya,Expert General coding help - Add comments to code__0_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1S45DGBRHgqf5zGnMVn_dPGPYtrk3Vw3O,Intermediate Interview preparation - Proactively ask follow up questions__0_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1YbvR4-ACzaLrqMlZv94PgI0ohEJ5e0C_,Advanced Interview preparation - Debug and fix code__2_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1KSmWgpEijMZ-iM-mo_zIwEn7cMtaRcGh,Intermediate General coding help - Refactor code__2_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1DWpjkM6YyRH69E2fnCqJ78ICYSKa5t-8,Advanced Debugging and Troubleshooting - Debug error trace__0_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/180X82nqNOrgInMxC7x7jdj11fMl9zHax,Expert Debugging and Troubleshooting - Debug error trace__0_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1yxQnHyNc6X0VFbZJv43fcJwvq3LH6t3G,Intermediate General coding help - Do a code review__0_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/12KsOp-i5QvV9F-ZnUloqYjBaYi4jl8h8,Advanced Interview preparation - User asks AI help to take an Interview. AI takes an interview__0_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1QQAp7Rff8SdSWxY08DrFW_AfJVZ4YcRF,Expert Interview preparation - Debug and fix code__0_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1IysbMI6jq7d2mbaluy3kBVjh7_LGtN6N,Intermediate Interview preparation - Debug and fix code__0_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1nCGMgnC6ejdCdetarZqAyTKlpEAJgKf5,First Timer Learning - Learn to program__0_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1aTrydQyS0E1MWV_A8q3luOQwsod5TvTw,Advanced Interview preparation - Explain alternative solutions and trade offs__0_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1CSLsIA-UsktJWKb4EU6DXRNLriWTKsZJ,Intermediate Interview preparation - Explain areas where people usually make mistakes__0_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1g4jbWoukyrTa68HT6xxqoxXkHg4s01Sz,Advanced General coding help - Do a code review__0_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1A55_Owpd0nN44Ky9ZShpidDeIihwrzBx,First Timer Basic scripting - Write simple code in Javascript__0_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1Zox2-ZOVaHlkalpeniiRB1cww7P3BoYB,Expert Interview preparation - Explain areas where people usually make mistakes__0_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1fMo6eHLQcRa5xtBrvAG6XL5RdHmUA5Us,Expert Interview preparation - Proactively ask follow up questions__0_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1ikWiP_XhGqwlRLtr2pDCpy1xlLvHAo7q,Intermediate Learning - Learn to use some tool - infra__0_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/16LnBXGLIhuDBmf4KCbqmN0lINoL9S7Ka,First Timer Basic scripting - Write simple code in Javascript__1_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/191uwuBngFNL45HQZwWNnyBGYEdjkNYps,Advanced Interview preparation - Debug and fix code__3_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1Ur4kPJ67Y7ykD0XHuB_C7cCTnyGZOTV5,Advanced Interview preparation - Explain the problem step by step__0_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1dORVU0JclKL5HdkohcF7FrLhkH_TwrNv,Intermediate General coding help - Add comments to code__0_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1_PkrqG08gHnehlA5SZBvZVkWvLYxi8vX,Expert Learning - Learn to use some tool - infra__0_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1WMG-fJrMMcZM1aPQplmE6jujMOkRb6b4,Advanced General coding help - Explain complex code snippets__3_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1P7MOZV_F3xmX583Um0Dlisgc3hS6g7bR,Advanced Interview preparation - Explain alternative solutions and trade offs__1_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1Uy6pVRL8ikwNxr7QvhM3eoFMRdA4QlJ1,Expert Interview preparation - Explain alternative solutions and trade offs__0_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1vd_EUNMBho7LEGy1LuPpx5cLf24kMjmx,First Timer Learning - Learn to use some tool - infra__0_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1zAM0dTpbEnc_Bs1BT5we5hFogSz2JfFj,Expert Interview preparation - Explain the problem step by step__0_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1urTDUOXPUf9Nph7GcswsDrnNiHZ7huPH,Beginner Learning - Learn to use some tool - infra__0_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1ZGjX9Mj-ONNz5su5R7JQtFaNDXy2uP3l,First Timer General coding help - Explain complex code snippets__0_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1Uqw-6YptNQhwDW3ourPrROZ0TnmvjBFV,Expert Interview preparation - Explain the problem step by step__1_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1IyXlFevnj-7YnEW8WRwTQnP6aFaZHG-h,Beginner Learning - Learn to use some tool - infra__1_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1LIvmtoWqq0yXt_rG3QSBz1ETQtSLpu6W,Beginner Learning - Learn to program__0_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1ZYFBvfa7taJifBYCDUNtUa1R-bJVDLLF,Intermediate General coding help - Do a code review__1_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1oCIGph0n-fnF-sBcVuioXcTHVqfyZcNZ,First Timer Interview preparation - System Design rounds__0_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1EocFQ6pWWZXxguViYusDIyXQs1QwUTiN,Beginner Learning - Learn to program__1_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1MIJdzkyrL1TiNfkbRq8vbNQFJIJCdAb7,Expert Interview preparation - Explain areas where people usually make mistakes__1_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1j0nuI4UyvB2elW5QTOg4AXAf2rL4xaGc,Expert Interview preparation - Explain the problem step by step__2_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/10IXxxFdSdgF5STukMr5gj2SWY5eSXKR_,Advanced Interview preparation - System Design rounds__0_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1FLZH-pkgnP-PnK4sTAdHa2gdZOwMCvZn,Intermediate General coding help - Refactor code__3_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1z92c1hXSwNkEZDE6x8jO4mGNT9BDjWm8,Intermediate Interview preparation - Explain areas where people usually make mistakes__1_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1QHth3haqP9meFD7vnQ1gX41wi7d1RNUl,Expert General coding help - Rewrite code using better formatting - best practises__0_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1c2RW3WGlxFm18UEnAv7b2MaqiOHxzn4e,Advanced Interview preparation - User asks AI help to take an Interview. AI takes an interview__1_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/177W3PCcXEAmwM-n1VUwxYGnHT8xwfvdd,Intermediate Interview preparation - Debug and fix code__1_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1oGiXN4Y-cvwUiAMttm18SyKrvEIcoRJq,Advanced Interview preparation - Explain the problem step by step__1_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1Bp5Ge_r-T0jvi1M7jN-YTIuAMZFyoAUn,Expert Interview preparation - Explain areas where people usually make mistakes__2_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1OAByYgzIxpMfPfSt_f_zbbRsYCz5rNwG,Advanced General coding help - Rewrite code using better formatting - best practises__0_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/142D_xyrxmV3GEdL-StEgHb5ZAOzB1iRV,First Timer General coding help - Rewrite code using better formatting - best practises__0_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1-5Jn2BGFwfHUXJCvd1HHfmXZRpWPTbIN,Intermediate Debugging and Troubleshooting - Debug error trace__1_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1eOLPbVzQoCKKrPGl1jzd88KeBr0VAdYO,First Timer Interview preparation - System Design rounds__1_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1QzTRjcqOkwJLcEN3PigEdEIQaKvwVBCa,Beginner Interview preparation - Proactively ask follow up questions__0_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1tlXefVmKi187zjZ4I_ZL09WF6tB5RxDS,Intermediate Write unit test - Explain code with comments__0_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1CLx1RyrRU7f1wPNQIGzTak1uJdkEzX29,Beginner Basic scripting - Write simple code in Javascript__0_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1Bej2PBQfppdvFTcnauMpEH4dbOeOSB8f,Intermediate Interview preparation - System Design rounds__1_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/17ipjbPAJTgupNN4bHldwJDXQI_ILNXBN,Beginner Basic scripting - Write simple code in Javascript__1_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1acX2QVIEFJiq-NxCfWBXg2A84tQXFQLg,Beginner General coding help - Add comments to code__1_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1-Y33zifp4aG3thmdXmAXiwIfiF80BC1s,Intermediate Interview preparation - Explain the problem step by step__0_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1Vu54jPWhBuEy_H8NbSorGY9cw7qnr9o9,Expert Interview preparation - System Design rounds__0_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/16n1SBpCrUMobJzSV63TvbqbSsiYhc7Qm,Expert Interview preparation - System Design rounds__1_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1iVPqyEH_IgL17PR9iArx4PWqDpDGjgwM,Expert Learning - Learn to use some tool - infra__1_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1njpUzSQV_i_cnl9_jwm5D87atMSXX-57,Advanced Interview preparation - User asks AI help to take an Interview. AI takes an interview__2_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1PFqRXQuXjrmnO8IFmA7yJazEiNL2d_Fq,Expert General coding help - Explain complex code snippets__1_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/15e5Xz8iR215SYXhWQTyb3Fxrf_BycqEz,Intermediate General coding help - Explain complex code snippets__1_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1BQ4R7a-wKPaJ8kd_1MJEDsdwrO8x7cAZ,Expert Interview preparation - System Design rounds__2_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1URJDq93Md6fgLdquYnPnc4nZ9UH4rOdb,Advanced Interview preparation - System Design rounds__1_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/12eel7r_UhrEGJBAKJ3Kt-oX6rpc8xQeH,Expert Interview preparation - Explain the problem step by step__3_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1e23nqWjLolfAzziLCR64yROKxeXO6L9c,Advanced Debugging and Troubleshooting - Debug error trace__1_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1cLB5LDrN8eg9kcSCh1izE_KHCmU8PkEy,First Timer General coding help - Rewrite code using better formatting - best practises__1_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1NFVLTg13B2zcH4C6gXf4u7KXSFGAE5v-,Intermediate Interview preparation - Debug and fix code__2_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1gbq9mC3LmeGhWAd_uMIDCkvk5vgY_OuS,Expert General coding help - Add comments to code__1_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1nNpXem9cWkVetAS584SRMqc1boKEFv6U,First Timer Basic scripting - Write simple code in Javascript__2_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1nN7cwaRTFhoO7WwVE5e4M3E1Qq1PV_Ri,First Timer Interview preparation - Explain areas where people usually make mistakes__0_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/10yIYFNPGaVJweJONFFlmqCi-hi8NKf1N,Advanced Interview preparation - Explain areas where people usually make mistakes__0_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1upLyB8siD4FxosSa3B0-jSJPUOq8bhUU,Expert General coding help - Add comments to code__2_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1tJ9UEOWyEnY7i907umvjsKHQjUJAvgIr,Expert Interview preparation - Explain the problem step by step__4_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1L79G0VoVkdjsPAQpNaPN4hnyhSNxJmOE,Expert Interview preparation - Proactively ask follow up questions__1_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1dxHoFfe-Fg0T2WbpRGkSQcai_GK5Cb7D,Beginner Interview preparation - Explain alternative solutions and trade offs__0_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1kKlTe-HKXWIpTEjFbAnij8jE_mdSCMnU,Expert General coding help - Refactor code__0_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1GlMyMSFsTRRT4glZwEUGzaNJINPRrbKO,First Timer Learning - Learn to program__1_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1-vwgn5Trw3z2iQ4Vx_fP2VwhMXI0oNN2,Beginner Basic scripting - Write simple code in Javascript__2_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1aaUYCiDMSmciDVv21Tbn-4DLZyBtC_Wh,Advanced Interview preparation - Explain the problem step by step__2_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1NaWX2UMoqmYc2-VgnglcgfhMa71fUexO,Advanced Debugging and Troubleshooting - Debug error trace__2_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1KpNaTlcW9W3uhBgvuz3jrkSvWp7cCZTI,Advanced General coding help - Explain complex code snippets__4_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1FSiy7SK2HKv9zEpGKRBtE_aQpC7TNLBx,First Timer Interview preparation - User asks AI help to take an Interview. AI takes an interview__0_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1UxBwpaBqhIEH5Dz0KJfG4RYz-QuVHLfZ,Advanced Interview preparation - System Design rounds__2_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1fJHlQt5cB6Hnh8xwMXwCK4vk5Mrvj10z,Expert General coding help - Do a code review__2_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1Kd2wNSeQmc7wer7lnjgrNX1RZOMAT2g0,Advanced Interview preparation - Explain areas where people usually make mistakes__1_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1XbqEQLP0YJ5J_5Hjcx0xO4ozdnYZQinA,Expert General coding help - Rewrite code using better formatting - best practises__1_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1i_0Ue9-Y62v3OdJfOMDh62imEEd7p7WF,Intermediate Interview preparation - Explain areas where people usually make mistakes__2_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1Yt4AsKCOJ9BlFk6FF3ltherQoViKwW6e,Expert Interview preparation - System Design rounds__3_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/18Msks_i-fQGKb01Kl1yA2uxDYimCIamr,Expert Interview preparation - System Design rounds__4_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1klJmITGxinV_fOXAa4L_IM6fYFjIwiK2,Expert Interview preparation - Explain alternative solutions and trade offs__1_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1VQ_CugiVyvy5PIndqUSfvH8A8c6hxr7w,Expert Interview preparation - User asks AI help to take an Interview. AI takes an interview__2_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1IVxaUmcpwms00Xd1K689fBFhdId2v_qD,Advanced General coding help - Rewrite code using better formatting - best practises__1_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1XX9LPI1CRS1nGnRw-KiHHxbF_-0Ym_PE,Advanced Interview preparation - Debug and fix code__4_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/19YK-a4pMoT_fQYJiqVyfB3xv1_Mj3hKy,Advanced Interview preparation - System Design rounds__3_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1Mw9no_nus0MVDJJ6AcH7qWvJwTtkWwga,Expert Interview preparation - User asks AI help to take an Interview. AI takes an interview__3_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1trvvmXYFn6ce9NBQSCk8ZXK0Hpwv6tZG,Intermediate General coding help - Refactor code__4_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1UsOHGAgrsGRTEePiXJvU5iumiG20S9FP,Intermediate General coding help - Add comments to code__1_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1aSW25887vzOvGVsPwDiZ3s5gmrq6JNc_,Advanced General coding help - Do a code review__1_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1LtT97dMOC8qvh5atxAVyUAV4GlphBnS-,Advanced General coding help - Explain complex code snippets__5_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/16NVrOXqUMrqGP1lt8nmEECXbxQ8EXHl_,Beginner Interview preparation - Explain areas where people usually make mistakes__0_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1-qOYNUOqRiMhlHwgprv1qBKRcgvH-Ms2,Expert General coding help - Do a code review__3_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1f0FiSPZm2gNX3zWE3Sf7wW1ago6mzZx9,Expert Interview preparation - System Design rounds__5_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1exFYLeJ71Jy856qrW7XSeMBYmENl2-K7,Intermediate Learning - Learn to use some tool - infra__1_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1dX4K5jmS4JDLy7QhlXF-0fBD2UsYgICc,Intermediate Interview preparation - Explain alternative solutions and trade offs__1_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1ZASF74ztYQPmJzvFGxNkwq0rTdobNW-5,First Timer Debugging and Troubleshooting - Debug error trace__1_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/19PV--Vze6-KVLB0rnSz0_VjVvkRd0pWC,First Timer General coding help - Do a code review__0_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1gvcLmojgNd8buF60gCUSVJaGzsr0I6gi,Advanced Learning - Learn to use some tool - infra__0_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1aDakm5oyrDdbUSAlx1fVd6TwFRg0etqJ,Advanced Interview preparation - Explain alternative solutions and trade offs__2_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1MO1DBCrNFl8cZ7B6OwAfSAsF5TOv3mcU,Expert Interview preparation - Explain alternative solutions and trade offs__2_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1FqvGu9g1q9Tyb1No3LCAzpZdjXeN4FBt,Expert Interview preparation - Proactively ask follow up questions__2_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1m-w_A8IYDgUOHyUsCRlk4v2c2Ec6aPms,First Timer General coding help - Explain complex code snippets__1_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1-PfkITvMXJHoHL5J2Vd41Xt2Zl7cpBHX,First Timer Interview preparation - User asks AI help to take an Interview. AI takes an interview__1_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/16d7yU5smxih-n3-Ke9TgWtjyJpJhRM1v,First Timer General coding help - Rewrite code using better formatting - best practises__2_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1MS9yyJuurW43neU12qMVeNmrVd15QFGa,Beginner General coding help - Rewrite code using better formatting - best practises__1_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1Otrk6ytK_1MBg8-d36h0Qshdt1p8tWIe,Intermediate General coding help - Explain complex code snippets__2_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1OueW1l8coDVs4qOK3X5ljnDhHuPeFnEy,Intermediate General coding help - Do a code review__2_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/10VDnra5cCaHWrpE_IL9Pb0vKbd-f0dmC,Intermediate Interview preparation - User asks AI help to take an Interview. AI takes an interview__0_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1giIK1LeT7QFd4SaXqYkMAHoDrDQzyb1Q,Intermediate Learning - Learn to program__0_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/17YEpHEQ5YLDYOnz7JPK3RGmT-3_l06Vx,Expert Debugging and Troubleshooting - Debug error trace__1_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1Oco_M6-u6hy3JDGHlAX-PZlPTnMpNDz1,Intermediate Interview preparation - User asks AI help to take an Interview. AI takes an interview__1_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1RtUkifjyOq8bHm5EXW_gXFxSW5eU71VN,Intermediate Write unit test - Explain code with comments__1_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1ROJJRkzmjxqc1Wq_hSs_pLEh2z6kFYfC,Beginner Interview preparation - User asks AI help to take an Interview. AI takes an interview__0_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/13nrnD4s1ov8XK9J1k5yDNukR8g-WIeVS,Advanced General coding help - Add comments to code__2_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1gevAVWCf6OZDN4B3Hqrv5ncCZbjY9OSL,Beginner Debugging and Troubleshooting - Debug error trace__0_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1ltA8un5QtzxE9v3ci7vD8WM0_3evP2yu,Advanced General coding help - Do a code review__2_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1CmehrIKk8SodJYT6PUWef54e_OaKow8q,Advanced Debugging and Troubleshooting - Debug error trace__3_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1dr4r9zDcno2MekgPjDvoeMqn3fBVYA85,Advanced Debugging and Troubleshooting - Debug error trace__4_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1_Bht2zSPIEaUyogZS3GXGEcis9sX4j0b,Intermediate Write unit test - Explain code with comments__2_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1whk-VkIMsbq5irvtD5ES6J-CitqLEyJj,Intermediate Interview preparation - System Design rounds__2_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1ouTQUT6I3FzrsX1wMKTniU-mxUEirrMA,Expert Write unit test - Explain code with comments__1_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1vK3n1h1MTsWXBn8PSxydJf2ZfXJPRwqo,First Timer Interview preparation - Explain alternative solutions and trade offs__0_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1raym8GTaKAWkCZhevyldFim-QaLjTtTL,Intermediate Interview preparation - Explain areas where people usually make mistakes__3_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1qKK5zWIZvAhmHC6hZaiaNXD8j8uNZmuV,Beginner Basic scripting - Write simple code in Javascript__3_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/12klPtUUfkXJDWi6e2f6SlqJY_tR91FJk,Intermediate Basic scripting - Write simple code in Javascript__0_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1joI0qqP-cDsFgqcBS9JSsp3b6lPuG3fh,First Timer Learning - Learn to program__2_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1YS326MauYON49pQr1-Wr_jPXX0ae9vaQ,Advanced Write unit test - Explain code with comments__0_V3_B.ipynb,batch_4
https://colab.research.google.com/drive/1RUm0Yx6Fjm7_4HqJaS_QzWgkjLv0PBS9,First Timer General coding help - Add comments to code__0_V3_B.ipynb,batch_4
